
#####
##### SCREEN-RESOLUTIONS
#####

# 2015-09-04,2015-12-02
Item,Value,Value Percent,Conversions,Conversion Percent,URL,Stats URL
"1365x800",1,0,,,"","http://clicky.com/stats/visitors?site_id=100595742&date=2015-09-04,2015-12-02&resolution=1365x800"
"1129x635",1,0,,,"","http://clicky.com/stats/visitors?site_id=100595742&date=2015-09-04,2015-12-02&resolution=1129x635"
"480x640",1,0,,,"","http://clicky.com/stats/visitors?site_id=100595742&date=2015-09-04,2015-12-02&resolution=480x640"
"1170x658",1,0,,,"","http://clicky.com/stats/visitors?site_id=100595742&date=2015-09-04,2015-12-02&resolution=1170x658"
"1776x1000",1,0,,,"","http://clicky.com/stats/visitors?site_id=100595742&date=2015-09-04,2015-12-02&resolution=1776x1000"
"487x866",1,0,,,"","http://clicky.com/stats/visitors?site_id=100595742&date=2015-09-04,2015-12-02&resolution=487x866"
"1429x804",1,0,,,"","http://clicky.com/stats/visitors?site_id=100595742&date=2015-09-04,2015-12-02&resolution=1429x804"
"320x401",1,0,,,"","http://clicky.com/stats/visitors?site_id=100595742&date=2015-09-04,2015-12-02&resolution=320x401"
"468x831",1,0,,,"","http://clicky.com/stats/visitors?site_id=100595742&date=2015-09-04,2015-12-02&resolution=468x831"
"1466x824",1,0,,,"","http://clicky.com/stats/visitors?site_id=100595742&date=2015-09-04,2015-12-02&resolution=1466x824"
"1024x1280",1,0,,,"","http://clicky.com/stats/visitors?site_id=100595742&date=2015-09-04,2015-12-02&resolution=1024x1280"
"800x450",1,0,,,"","http://clicky.com/stats/visitors?site_id=100595742&date=2015-09-04,2015-12-02&resolution=800x450"
"1243x994",1,0,,,"","http://clicky.com/stats/visitors?site_id=100595742&date=2015-09-04,2015-12-02&resolution=1243x994"
"965x543",1,0,,,"","http://clicky.com/stats/visitors?site_id=100595742&date=2015-09-04,2015-12-02&resolution=965x543"
"854x480",1,0,,,"","http://clicky.com/stats/visitors?site_id=100595742&date=2015-09-04,2015-12-02&resolution=854x480"
"1038x584",1,0,,,"","http://clicky.com/stats/visitors?site_id=100595742&date=2015-09-04,2015-12-02&resolution=1038x584"
"1429x893",1,0,,,"","http://clicky.com/stats/visitors?site_id=100595742&date=2015-09-04,2015-12-02&resolution=1429x893"
"1772x1108",1,0,,,"","http://clicky.com/stats/visitors?site_id=100595742&date=2015-09-04,2015-12-02&resolution=1772x1108"
"2065x1290",1,0,,,"","http://clicky.com/stats/visitors?site_id=100595742&date=2015-09-04,2015-12-02&resolution=2065x1290"
"1360x763",1,0,,,"","http://clicky.com/stats/visitors?site_id=100595742&date=2015-09-04,2015-12-02&resolution=1360x763"
"230x259",1,0,,,"","http://clicky.com/stats/visitors?site_id=100595742&date=2015-09-04,2015-12-02&resolution=230x259"
"1706x720",1,0,,,"","http://clicky.com/stats/visitors?site_id=100595742&date=2015-09-04,2015-12-02&resolution=1706x720"
"601x911",1,0,,,"","http://clicky.com/stats/visitors?site_id=100595742&date=2015-09-04,2015-12-02&resolution=601x911"
"2144x1206",1,0,,,"","http://clicky.com/stats/visitors?site_id=100595742&date=2015-09-04,2015-12-02&resolution=2144x1206"
"914x514",1,0,,,"","http://clicky.com/stats/visitors?site_id=100595742&date=2015-09-04,2015-12-02&resolution=914x514"
"1800x1125",1,0,,,"","http://clicky.com/stats/visitors?site_id=100595742&date=2015-09-04,2015-12-02&resolution=1800x1125"
"1286x964",1,0,,,"","http://clicky.com/stats/visitors?site_id=100595742&date=2015-09-04,2015-12-02&resolution=1286x964"
"1920x1128",1,0,,,"","http://clicky.com/stats/visitors?site_id=100595742&date=2015-09-04,2015-12-02&resolution=1920x1128"
"1680x945",1,0,,,"","http://clicky.com/stats/visitors?site_id=100595742&date=2015-09-04,2015-12-02&resolution=1680x945"
"2048x768",1,0,,,"","http://clicky.com/stats/visitors?site_id=100595742&date=2015-09-04,2015-12-02&resolution=2048x768"
"768x576",1,0,,,"","http://clicky.com/stats/visitors?site_id=100595742&date=2015-09-04,2015-12-02&resolution=768x576"
"1829x1143",1,0,,,"","http://clicky.com/stats/visitors?site_id=100595742&date=2015-09-04,2015-12-02&resolution=1829x1143"
"1289x725",1,0,,,"","http://clicky.com/stats/visitors?site_id=100595742&date=2015-09-04,2015-12-02&resolution=1289x725"
"1882x1059",1,0,,,"","http://clicky.com/stats/visitors?site_id=100595742&date=2015-09-04,2015-12-02&resolution=1882x1059"
"1032x581",1,0,,,"","http://clicky.com/stats/visitors?site_id=100595742&date=2015-09-04,2015-12-02&resolution=1032x581"
"1292x808",1,0,,,"","http://clicky.com/stats/visitors?site_id=100595742&date=2015-09-04,2015-12-02&resolution=1292x808"
"1477x923",1,0,,,"","http://clicky.com/stats/visitors?site_id=100595742&date=2015-09-04,2015-12-02&resolution=1477x923"
"1100x860",1,0,,,"","http://clicky.com/stats/visitors?site_id=100595742&date=2015-09-04,2015-12-02&resolution=1100x860"
"1152x648",1,0,,,"","http://clicky.com/stats/visitors?site_id=100595742&date=2015-09-04,2015-12-02&resolution=1152x648"
"853x683",1,0,,,"","http://clicky.com/stats/visitors?site_id=100595742&date=2015-09-04,2015-12-02&resolution=853x683"
"1600x1024",1,0,,,"","http://clicky.com/stats/visitors?site_id=100595742&date=2015-09-04,2015-12-02&resolution=1600x1024"
"1486x836",1,0,,,"","http://clicky.com/stats/visitors?site_id=100595742&date=2015-09-04,2015-12-02&resolution=1486x836"
"1549x871",1,0,,,"","http://clicky.com/stats/visitors?site_id=100595742&date=2015-09-04,2015-12-02&resolution=1549x871"
"1600x1280",1,0,,,"","http://clicky.com/stats/visitors?site_id=100595742&date=2015-09-04,2015-12-02&resolution=1600x1280"
"1400x875",1,0,,,"","http://clicky.com/stats/visitors?site_id=100595742&date=2015-09-04,2015-12-02&resolution=1400x875"
"369x615",1,0,,,"","http://clicky.com/stats/visitors?site_id=100595742&date=2015-09-04,2015-12-02&resolution=369x615"
"1613x1008",1,0,,,"","http://clicky.com/stats/visitors?site_id=100595742&date=2015-09-04,2015-12-02&resolution=1613x1008"
"1024x720",1,0,,,"","http://clicky.com/stats/visitors?site_id=100595742&date=2015-09-04,2015-12-02&resolution=1024x720"
"1200x675",1,0,,,"","http://clicky.com/stats/visitors?site_id=100595742&date=2015-09-04,2015-12-02&resolution=1200x675"
"3072x768",1,0,,,"","http://clicky.com/stats/visitors?site_id=100595742&date=2015-09-04,2015-12-02&resolution=3072x768"
"1058x595",1,0,,,"","http://clicky.com/stats/visitors?site_id=100595742&date=2015-09-04,2015-12-02&resolution=1058x595"
"218x195",1,0,,,"","http://clicky.com/stats/visitors?site_id=100595742&date=2015-09-04,2015-12-02&resolution=218x195"
"320x452",1,0,,,"","http://clicky.com/stats/visitors?site_id=100595742&date=2015-09-04,2015-12-02&resolution=320x452"
"2560x1024",1,0,,,"","http://clicky.com/stats/visitors?site_id=100595742&date=2015-09-04,2015-12-02&resolution=2560x1024"
"403x716",1,0,,,"","http://clicky.com/stats/visitors?site_id=100595742&date=2015-09-04,2015-12-02&resolution=403x716"
"1344x756",1,0,,,"","http://clicky.com/stats/visitors?site_id=100595742&date=2015-09-04,2015-12-02&resolution=1344x756"
"840x525",1,0,,,"","http://clicky.com/stats/visitors?site_id=100595742&date=2015-09-04,2015-12-02&resolution=840x525"

